application_id,age,gender,education,marital_status,dependents,employment_type,employment_length_years,occupation,annual_income,monthly_income,credit_score,existing_loans,total_existing_debt,credit_history_length_years,num_credit_inquiries_6m,delinquent_accounts,loan_amount,loan_term_months,loan_purpose,interest_rate,debt_to_income_ratio,loan_to_income_ratio,monthly_payment,payment_to_income_ratio,property_value,property_type,bank_customer_years,savings_account_balance,checking_account_balance,loan_default
20119,48,Male,High School,Married,0,Self-Employed,2.7,Service,20000.0,1666.67,769,0,64029.69,2.2,2,1,9205.3,48,Home Improvement,10.48,2.0,0.46,235.6,0.141,173355.9,Condo,0.2,80729.5,5076.9,0
20120,48,Male,Master,Single,0,Salaried,11.3,Service,20000.0,1666.67,624,2,6319.5,1.0,0,1,24781.55,36,Debt Consolidation,19.71,0.316,1.239,917.31,0.55,144101.48,Condo,1.0,325.93,2262.68,0
20121,67,F,Master,Married,2,Salaried,,Manager,20000.0,1666.67,689,3,246.75,2.3,1,0,23752.67,36,Debt Consolidation,15.8,0.012,1.188,832.73,0.5,98482.13,Apartment,6.1,100000.0,823.3,0
20122,40,Male,Bachelor,Married,0,Salaried,4.7,Manager,32927.87,2743.99,631,1,3894.4,12.4,0,0,47964.38,36,Debt Consolidation,20.74,0.118,1.457,1800.66,0.656,96612.11,Condo,,58988.41,2507.69,0
20123,42,Male,bachelor,Married,2,Salaried,0.2,Clerical,90550.83,7545.9,651,3,12800.93,1.3,0,0,29572.15,48,Debt Consolidation,8.09,0.141,0.327,723.19,0.096,477064.56,House,,366.21,2833.6,0
20124,52,Female,Master,married,4,Self-Employed,3.6,Professional,45730.56,3810.88,641,3,25674.64,23.5,1,0,18088.79,36,Medical,11.02,0.561,0.396,592.38,0.155,,Condo,0.6,698.29,14.6,0
20125,49,Other,Master,Married,1,Salaried,7.5,Professional,224071.87,18672.66,813,2,107833.04,6.2,0,0,18985.01,48,Business,18.38,0.481,0.085,561.46,0.03,342892.56,House,1.2,3376.91,23008.88,0
20126,43,M,Bachelor,Single,1,Salaried,3.4,Other,49198.67,4099.89,646,2,35363.37,7.7,1,0,32903.46,36,Home Improvement,5.51,0.719,0.669,993.7,0.242,94128.71,House,0.8,,3551.41,0
20127,52,Male,High School,Single,2,Salaried,1.1,Service,209415.46,17451.29,769,2,12114.67,2.6,1,0,72775.85,48,Debt Consolidation,8.31,0.058,0.348,1787.28,0.102,265381.12,House,0.8,,2702.61,0
20128,34,Male,Bachelor,Married,2,Salaried,6.8,Other,31611.37,2634.28,664,2,26511.05,,1,0,23123.63,48,Education,14.11,0.839,0.731,633.16,0.24,152822.01,Condo,3.7,5456.46,4709.04,0
20129,49,Male,Bachelor,Married,0,Self-Employed,11.7,Clerical,216068.56,18005.71,616,0,2003.91,7.8,0,0,19650.28,12,Home Improvement,19.09,0.009,0.091,1811.75,0.101,187480.0,Apartment,13.1,,911.03,0
20130,33,Female,High School,Married,1,Self-Employed,19.6,Service,145472.11,12122.68,697,0,7931.6,24.3,0,0,27146.59,36,Debt Consolidation,13.18,0.055,0.187,917.03,0.076,137890.37,Apartment,,1830.93,1636.87,0
20131,35,Female,PhD,Divorced,2,Salaried,11.7,Service,20000.0,1666.67,778,2,9778.88,8.0,0,1,52909.57,48,Other,15.14,0.489,2.0,1476.27,0.886,410877.09,Apartment,,15157.17,3489.29,0
20132,39,Male,Master,Married,5,Self-Employed,4.2,Service,69798.48,5816.54,734,1,9417.1,6.5,0,0,39482.91,12,Business,6.66,0.135,0.566,3410.14,0.586,63440.73,None,0.9,15263.04,215.33,0
20133,27,Male,Bachelor,Married,0,Self-Employed,2.4,Other,45897.15,3824.76,772,0,41134.87,1.0,0,0,28346.89,48,Debt Consolidation,10.51,0.896,0.618,725.91,0.19,257368.21,Apartment,2.9,2476.56,378.06,0
20134,43,Female,Bachelor,Married,3,Salaried,4.9,Professional,48379.83,4031.65,705,2,7217.33,1.9,1,1,77654.55,36,Home Improvement,7.76,0.149,1.605,2424.82,0.601,50000.0,House,9.0,3927.63,39074.09,1
20135,37,Male,Master,Single,2,Salaried,3.5,Clerical,61666.49,5138.87,521,1,1622.7,1.0,1,1,12925.35,48,Education,6.43,0.026,0.21,306.11,0.06,251719.25,Apartment,1.3,36549.64,1418.1,1
20136,59,Male,Bachelor,Married,1,Self-Employed,8.9,Other,93521.79,7793.48,687,1,853.8,2.2,0,0,8145.32,36,Education,14.91,0.009,0.087,282.0,0.036,123158.06,None,7.8,3506.81,3381.66,0
20137,31,Female,Bachelor,Divorced,1,Self-Employed,4.0,Other,24392.51,2032.71,647,2,555.86,30.0,1,0,9103.48,36,Other,11.74,0.023,0.373,301.24,0.148,275636.95,house,0.1,5692.67,4967.58,0
20138,33,Male,masters,Divorced,1,Contract,,Technician,81966.66,6830.56,694,2,10421.24,,0,0,11151.08,24,Medical,22.6,0.127,0.136,581.81,0.085,304495.12,house,,116.05,490.83,0
20139,63,Female,High School,Divorced,0,Salaried,11.8,Technician,74823.42,6235.28,811,2,8735.05,1.0,2,0,21760.12,12,Medical,15.85,0.117,0.291,1972.77,0.316,,House,1.2,236.38,1249.13,0
20140,36,Male,Master,single,0,Self-Employed,4.6,Service,107873.58,8989.46,621,3,4056.43,,3,2,17701.38,36,Medical,15.94,0.038,0.164,621.8,0.069,1000000.0,Condo,,32113.19,5416.24,0
20141,55,Male,Bachelor,Married,2,Salaried,5.3,Service,119518.01,9959.83,656,2,23490.13,2.8,0,0,5836.54,12,Debt Consolidation,11.17,0.197,0.049,516.31,0.052,159671.01,House,0.8,2089.49,375.63,0
20142,36,Female,Bachelor,Divorced,1,Contract,2.2,Technician,27717.86,2309.82,623,2,358.06,9.1,2,0,16357.92,36,Debt Consolidation,11.52,0.013,0.59,539.57,0.234,151254.5,House,5.7,385.06,2703.65,0
20143,24,Female,High School,Single,0,Salaried,6.0,Clerical,39208.89,3267.41,619,1,10917.64,4.0,1,0,17649.2,48,Medical,16.29,0.278,0.45,502.81,0.154,105660.8,Condo,2.0,2447.35,2212.44,1
20144,47,Female,Bachelor,Married,1,Contract,0.5,Professional,35695.23,2974.6,666,0,4790.53,5.1,1,0,48271.99,60,Business,19.71,0.134,1.352,1271.14,0.427,109217.17,None,10.1,,106.29,0
20145,31,Male,High School,Single,1,Self-Employed,2.8,Manager,78736.86,6561.4,678,2,28298.2,,2,1,14990.06,36,Education,14.86,0.359,0.19,518.61,0.079,,None,3.5,2490.26,127.03,0
20146,35,Female,Bachelor,Married,1,Salaried,2.2,Other,46686.42,3890.54,613,3,15037.58,19.7,0,0,15528.52,36,Debt Consolidation,16.82,0.322,0.333,552.24,0.142,244074.74,Condo,0.4,4519.6,13755.34,0
20147,52,F,Bachelor,Married,0,Salaried,3.1,Technician,20000.0,1666.67,685,1,5951.18,3.4,2,0,21658.01,48,Business,22.26,0.298,1.083,685.42,0.411,,None,0.6,1986.05,205.48,0
20148,46,Female,High School,Married,1,Salaried,3.4,Service,62819.88,5234.99,803,3,170857.47,9.3,1,0,168324.07391697317,36,Medical,23.8,2.0,0.239,587.02,0.112,99609.96,None,6.5,1023.46,936.43,0
20149,64,Female,Master,Married,1,Salaried,0.4,Manager,33552.59,2796.05,657,3,3052.87,7.5,0,1,32785.05,48,Home Improvement,13.58,0.091,0.977,889.01,0.318,267414.23,House,0.1,1849.91,355.04,0
20150,40,Male,Master,Married,2,Salaried,11.5,Service,42812.68,3567.72,607,2,920.77,16.4,0,0,27210.64,36,Debt Consolidation,15.39,0.022,0.636,948.47,0.266,235270.08,Condo,11.0,31495.44,684.01,0
20151,21,Male,High School,Single,0,Contract,3.9,Sales,20000.0,1666.67,801,4,3993.61,,4,0,76075.44,60,Other,24.08,0.2,2.0,2192.07,1.0,266872.7,House,1.7,2532.63,13543.77,0
20152,21,Female,High School,Single,2,Salaried,,Other,492633.53085365513,6540.15,754,4,86049.73,6.3,1,0,40296.85,48,Home Improvement,11.1,1.096,0.513,1043.45,0.16,94046.7,House,2.4,104.07,4910.05,0
20153,35,Female,Bachelor,Divorced,3,Self-Employed,2.6,Sales,20000.0,1666.67,662,4,656.42,4.7,0,0,36886.54,12,Education,11.16,0.033,1.844,3262.85,1.0,294357.63,House,0.4,2001.59,1098.48,0
20154,36,Male,Bachelor,Divorced,4,Self-Employed,2.3,Sales,27522.96,2293.58,721,2,9160.49,5.5,1,0,28734.67,36,Business,13.09,0.333,1.044,969.43,0.423,63713.42,Condo,14.1,20512.23,292.7,0
20155,51,F,High School,single,0,Salaried,0.5,Professional,31890.08,2657.51,640,3,11058.32,3.7,4,0,11230.21,24,Other,11.88,0.347,0.352,528.02,0.199,335294.56,House,1.3,1013.12,4534.45,0
20156,42,Female,High School,Married,1,Salaried,3.9,Clerical,27827.23,2318.94,690,2,4927.09,1.4,1,0,12416.02,24,Debt Consolidation,16.5,0.177,0.446,610.9,0.263,159793.19,Condo,5.1,1218.05,207.64,0
20157,21,Female,Bachelor,Married,2,Salaried,0.8,Clerical,33918.35,2826.53,706,1,5725.54,16.6,2,1,59600.91,48,Home Improvement,23.98,0.169,1.757,1942.44,0.687,78150.84,house,6.8,340.09,1545.85,0
20158,48,Female,Bachelor,Single,4,Salaried,7.1,Other,73291.16,6107.6,749,1,49512.35,1.9,0,0,18932.4,36,Medical,12.58,0.676,0.258,634.08,0.104,179178.94,Apartment,3.5,637.08,647.4,0
20159,35,Male,Bachelor,Married,0,Salaried,1.0,Sales,20000.0,1666.67,662,1,4901.73,15.7,0,0,15848.16,24,Home Improvement,7.82,0.245,0.792,715.47,0.429,314577.43,Condo,3.3,6543.21,1920.24,0
20160,33,Female,Bachelor,Single,0,Salaried,2.1,Sales,29130.55,2427.55,736,1,4418.04,20.8,4,0,22181.11,60,Education,18.14,0.152,0.761,564.95,0.233,142717.48,House,1.8,,6919.4,0
20161,36,M,Master,Single,0,Salaried,30.3,Sales,42257.97,3521.5,762,2,13366.43,2.8,0,0,11814.45,60,Debt Consolidation,13.16,0.316,0.28,269.78,0.077,259657.43,None,,52796.97,2266.09,0
20162,37,Male,Bachelor,Single,2,Salaried,0.6,Service,44816.01,3734.67,554,5,2672.34,2.2,0,0,49506.36,36,Education,24.22,0.06,1.105,1948.0,0.522,183588.57,Apartment,3.4,116.65,3316.54,1
20163,42,Female,High School,Single,0,Salaried,6.0,Service,68902.27,5741.86,535,2,806.13,5.8,1,0,191757.83049304163,48,Medical,12.46,0.012,0.2,365.28,0.064,92294.63,Apartment,17.5,6745.58,2380.02,0
20164,38,Male,Bachelor,Single,0,Salaried,5.1,Manager,44588.38,3715.7,673,1,7925.72,28.1,0,0,10871.75,12,Debt Consolidation,9.16,0.178,0.244,951.56,0.256,62393.86,Condo,5.9,1471.88,3062.11,0
20165,21,Female,Bachelor,Married,0,Salaried,3.9,Sales,55147.43,4595.62,583,3,65460.98,3.9,0,0,100000.0,60,Education,23.87,1.187,1.813,2869.26,0.624,284747.48,House,12.1,664.73,976.61,1
20166,47,Male,High School,Single,1,Salaried,2.5,Service,20000.0,1666.67,658,0,9241.05,7.0,2,1,20169.74,48,Home Improvement,13.46,0.462,1.008,545.72,0.327,183899.96,House,0.9,906.36,58.49,1
20167,31,Female,PhD,Married,1,Self-Employed,0.2,Professional,65321.59,5443.47,685,1,9464.01,15.8,1,0,22067.24,36,Other,5.99,0.145,0.338,671.23,0.123,117815.21,House,3.8,6161.55,2964.33,0
20168,56,Male,Master,Divorced,1,Contract,5.4,Manager,139969.4,11664.12,684,2,9423.27,1.1,1,0,30618.93,48,Business,19.81,0.067,0.219,928.65,0.08,,Apartment,1.6,4186.28,2168.81,0
20169,28,Female,Bachelor,Single,1,Salaried,0.5,Service,33697.85,2808.15,799,2,993.48,1.0,0,1,30246.5,36,Business,17.93,0.029,0.898,1092.42,0.389,441611.47,Condo,20.8,3909.55,1338.0,0
20170,44,Male,High School,Single,1,Self-Employed,21.2,Clerical,68512.67,5709.39,850,2,40466.18,2.0,3,0,49398.27,36,Debt Consolidation,11.67,0.591,0.721,1632.95,0.286,178825.9,House,5.0,433.56,325.96,0
20171,39,Male,Bachelor,Married,0,Self-Employed,1.3,Clerical,45543.54,3795.3,621,0,31829.96,14.4,1,0,33358.8,36,Business,23.0,0.699,0.732,1291.31,0.34,85524.77,Condo,,419.87,596.29,0
20172,39,Male,Master,Single,0,Salaried,1.1,Sales,20000.0,1666.67,538,0,7957.78,1.4,1,0,18468.91,60,Home Improvement,20.93,0.398,0.923,498.92,0.299,200459.37,House,7.1,1400.76,18336.66,0
20173,59,Male,Master,Divorced,0,Salaried,3.3,Sales,20772.27,1731.02,850,3,308451.8214673866,,1,0,33356.25,60,Home Improvement,24.3,0.102,1.606,965.41,0.558,728346.98,Condo,0.2,,10307.35,0
20174,44,Male,Master,Single,1,Salaried,12.0,Professional,20000.0,1666.67,631,1,7962.2,15.9,2,0,36879.99,48,Education,20.43,0.398,1.844,1130.74,0.678,102318.58,House,0.3,2576.88,1209.51,0
20175,34,Male,Bachelor,Married,0,Salaried,2.6,Clerical,61999.83,5166.65,695,2,5025.54,5.8,3,1,27022.55,48,Home Improvement,17.76,0.081,0.436,790.4,0.153,56895.53,House,7.6,16106.45,570.17,0
20176,34,Male,High School,Divorced,2,Self-Employed,8.2,Technician,24793.55,2066.13,535,3,4354.61,1.6,0,0,5000.0,12,Home Improvement,12.26,0.176,0.202,444.85,0.215,137876.72,Apartment,1.2,1885.01,740.97,0
20177,50,Male,Master,Married,1,Self-Employed,4.4,Clerical,42843.22,3570.27,541,0,367229.1734243652,3.9,1,1,14754.54,24,Debt Consolidation,16.5,0.006,0.344,725.96,0.203,,House,9.1,2237.57,1386.78,0
20178,41,Male,Master,Single,2,Salaried,1.2,Sales,110996.5,9249.71,594,2,11965.51,11.5,1,0,16958.92,36,Other,14.48,0.108,0.153,583.58,0.063,184494.38,None,4.1,149.01,13679.31,0
20179,54,Male,High School,Married,2,Unemployed,12.3,Clerical,20000.0,1666.67,694,2,19196.86,1.0,0,1,7481.49,24,Business,9.79,0.96,0.374,344.51,0.207,175012.81,Condo,0.3,5526.55,232.27,0
20180,32,M,Bachelor,Divorced,3,Self-Employed,11.7,Service,565663.462782336,4981.88,600,2,10839.99,6.8,2,0,43719.57,24,Education,22.8,0.181,0.731,2285.4,0.459,164986.71,Condo,9.3,12459.44,502.24,0
20181,45,Other,Bachelor,Divorced,0,Salaried,1.7,Clerical,26894.87,2241.24,717,1,16064.6,7.2,2,0,5494.71,24,Business,7.63,0.597,0.204,247.58,0.11,200242.52,Condo,2.0,12127.36,4829.85,0
20182,32,Male,High School,Single,2,Salaried,1.0,Clerical,39656.73,3304.73,717,0,11627.59,2.7,1,0,28039.64,24,Debt Consolidation,8.09,0.293,0.707,1269.31,0.384,208006.42,None,0.0,3929.97,4636.67,0
20183,40,Female,Bachelor,Single,1,Salaried,3.3,Clerical,20000.0,1666.67,802,0,4142.8,19.9,1,0,9579.63,48,Business,9.61,0.207,0.479,241.17,0.145,159385.23,House,4.3,3937.82,287.81,0
20184,43,F,Bachelor,single,4,Salaried,4.1,Manager,31765.3,2647.11,644,1,18775.93,,1,0,23391.75,36,Medical,15.59,0.591,0.736,817.66,0.309,59798.71,Condo,2.7,100000.0,327.78,1
20185,47,Female,High School,Single,1,Self-Employed,8.1,Manager,118564.78,9880.4,609,2,6219.81,1.0,1,0,100000.0,48,Debt Consolidation,11.5,0.052,0.843,2608.9,0.264,182636.37,None,2.6,3153.7,4998.46,0
20186,43,Male,bachelor,Married,1,Salaried,0.1,Sales,171355.29,14279.61,819,2,758.02,4.5,1,1,23418.81,60,Debt Consolidation,8.63,0.004,0.137,481.94,0.034,305157.98,House,30.0,11626.69,14010.14,1
20187,31,Female,Master,Married,0,Salaried,,Other,41788.69,3482.39,705,2,6513.4,1.0,1,0,21353.07,36,Education,11.16,0.156,0.511,700.69,0.201,195238.17,Condo,13.5,100000.0,667.16,0
20188,39,F,Master,Divorced,4,Self-Employed,0.0,Clerical,20000.0,1666.67,643,2,743.97,4.1,0,0,31859.2,24,Debt Consolidation,5.49,0.037,1.593,1404.71,0.843,,House,2.1,7094.42,3560.23,0
20189,21,Female,Bachelor,Divorced,1,Salaried,1.2,Professional,55698.31,4641.53,708,2,45659.68,30.0,1,0,37515.48,36,Business,14.08,0.82,0.674,1283.65,0.277,61697.0,House,8.4,1440.22,693.06,0
20190,66,Female,Bachelor,Single,2,Salaried,7.7,Manager,63841.35,5320.11,579,1,16791.3,6.7,1,0,20724.32,60,Business,17.56,0.263,0.325,521.31,0.098,50000.0,House,4.6,,5025.68,0
20191,39,Female,High School,Married,2,Self-Employed,10.4,Technician,20000.0,1666.67,749,1,7846.29,9.2,1,0,35661.9,60,Debt Consolidation,18.97,0.392,1.783,924.5,0.555,80920.99,Apartment,,,2990.11,0
20192,44,Female,Bachelor,Divorced,0,Self-Employed,1.9,Sales,74220.89,6185.07,679,0,51137.57,5.4,0,0,55749.94,24,Debt Consolidation,13.72,0.689,0.751,2669.35,0.432,150665.09,House,11.7,33409.51,233.28,1
20193,26,Male,High School,Single,0,Salaried,1.1,Technician,25112.25,2092.69,741,1,3686.28,2.1,0,0,10922.62,36,Medical,15.95,0.147,0.435,383.74,0.183,,House,4.3,994.18,21.24,0
20194,38,Female,Master,Married,0,Salaried,0.4,Other,70052.21,5837.68,655,1,1788.16,5.7,2,0,17710.97,48,Home Improvement,21.2,0.026,0.253,550.34,0.094,,House,0.3,2604.47,5348.25,0
20195,58,Male,Bachelor,Single,0,Unemployed,3.2,Technician,38661.83,3221.82,688,1,269.45,,1,1,89523.37,24,Home Improvement,23.72,0.007,2.0,4720.7,1.0,108889.14,Apartment,2.2,16845.33,1223.24,0
20196,45,Female,Bachelor,Married,5,Contract,1.5,Professional,123169.16,10264.1,518,3,7450.57,7.3,2,0,18291.02,24,Education,8.86,0.06,0.149,834.45,0.081,143106.9,Apartment,3.4,1157.75,26097.19,0
20197,40,Male,Bachelor,Married,1,Salaried,1.6,Service,38973.24,3247.77,656,2,113709.32,9.6,0,0,10988.4,36,Debt Consolidation,17.48,2.0,0.282,394.4,0.121,274578.42,None,0.9,510.56,5560.31,0
20198,29,F,High School,Single,0,Salaried,8.6,Clerical,31250.51,2604.21,517,0,1482.94,4.4,0,1,56319.06,36,Business,14.38,0.047,1.802,1935.26,0.743,393294.71,Apartment,1.8,13193.8,5491.67,0
20199,28,Female,Master,Single,0,Salaried,4.4,Technician,49709.68,4142.47,670,2,13421.01,1.2,0,0,100000.0,48,Home Improvement,12.98,0.27,2.0,2681.76,0.647,150117.31,Condo,2.4,85214.62,299.85,1
20200,23,M,bachelor,Single,1,Self-Employed,0.7,Sales,78669.93,6555.83,739,2,1370.77,7.2,0,0,18027.24,12,Debt Consolidation,22.38,0.017,0.229,1690.55,0.258,164182.85,Apartment,,6787.99,836.92,0
20201,39,Female,Bachelor,Married,0,Contract,0.7,Service,62986.21,5248.85,719,4,14251.33,13.5,1,0,6632.9,24,Debt Consolidation,15.14,0.226,0.105,322.05,0.061,279150.33,House,5.6,,2281.16,0
20202,36,M,bachelor,Married,1,Salaried,0.0,Service,52012.96,4334.41,632,2,61838.7,3.4,1,0,5000.0,36,Debt Consolidation,16.02,1.189,0.096,175.83,0.041,326377.76,House,4.1,1729.6,79.9,0
20203,47,Male,Master,Married,2,Salaried,9.3,Manager,58671.19,4889.27,685,3,38908.93,1.3,0,0,29663.72,60,Business,13.21,0.663,0.506,678.13,0.139,206132.5,House,14.8,859.17,233.85,0
20204,37,M,Master,Married,0,Salaried,,Manager,20000.0,1666.67,668,2,3236.22,9.6,0,0,47456.21,36,Business,11.04,0.162,2.0,1554.55,0.933,217455.5,House,16.0,6965.47,73.38,0
20205,51,Female,Master,Married,0,Self-Employed,7.3,Sales,24670.17,2055.85,560,0,2542.22,12.6,1,0,11929.19,36,Home Improvement,8.03,0.103,0.484,373.98,0.182,254482.67,Apartment,7.9,1759.21,210.06,0
20206,39,Female,High School,Single,2,Self-Employed,2.3,Service,20000.0,1666.67,640,2,23266.66,6.2,0,1,23212.97,36,Debt Consolidation,11.45,1.163,1.161,764.92,0.459,149198.59,Condo,3.3,16715.87,3994.7,0
20207,31,F,bachelor,Single,2,Salaried,11.4,Manager,20000.0,1666.67,653,2,45367.75,2.3,0,0,8661.22,48,Education,7.57,2.0,0.433,209.7,0.126,221414.72,Condo,0.7,1853.72,3296.01,1
20208,25,Male,Master,Single,0,Salaried,2.4,Technician,110473.78,9206.15,752,3,19949.5,,0,0,41739.82,24,Debt Consolidation,15.05,0.181,0.378,2024.82,0.22,,House,2.1,1051.26,6484.54,0
20209,45,Male,High School,Married,0,Salaried,2.2,Clerical,219907.38,18325.62,731,2,7465.64,1.0,3,0,35132.53,24,Education,24.52,0.034,0.16,1866.63,0.102,292877.21,Condo,16.3,948.29,576.65,0
20210,43,Male,High School,Married,3,Self-Employed,2.2,Technician,63672.28,5306.02,543,1,5331.61,12.0,0,0,203283.79762914672,36,Education,10.87,0.084,0.719,1496.62,0.282,108177.46,Apartment,14.0,3746.31,13881.58,0
20211,44,Male,Bachelor,Single,0,Salaried,4.5,Sales,42820.43,3568.37,835,1,23464.4,7.6,1,0,16131.71,12,Education,18.0,0.548,0.377,1478.96,0.414,88867.04,Condo,0.4,2393.21,2284.39,0
20212,21,Male,Bachelor,Divorced,1,Salaried,2.4,Technician,178747.42,14895.62,701,0,31345.56,,1,0,23422.34,36,Education,23.51,0.175,0.131,912.91,0.061,,House,6.1,13477.98,4887.4,0
20213,28,Male,Bachelor,Married,4,Self-Employed,1.7,Technician,20000.0,1666.67,850,1,13096.82,,0,0,6850.85,36,Debt Consolidation,21.36,0.655,0.343,259.37,0.156,314164.83,House,7.8,15556.26,2284.67,0
20214,42,M,Bachelor,Married,3,Salaried,4.2,Other,40234.21,3352.85,638,2,13130.65,7.6,1,0,27195.4,24,Business,23.02,0.326,0.676,1424.58,0.425,259128.65,House,0.2,38082.6,7565.25,0
20215,28,F,Master,Single,3,Salaried,6.7,Technician,134360.13,11196.68,739,0,3011.37,2.7,0,0,30291.33,36,Debt Consolidation,11.85,0.022,0.225,1003.94,0.09,69600.75,House,5.2,1297.63,12041.21,0
20216,25,F,Bachelor,Married,2,Salaried,0.9,Sales,30298.61,2524.88,842,1,1757.15,5.6,0,0,100000.0,36,Home Improvement,23.01,0.058,2.0,3871.49,1.0,142814.84,house,1.0,195.77,26681.5,0
20217,36,M,PhD,Married,1,Salaried,11.6,Clerical,35467.95,2955.66,577,2,134885.58,6.2,0,1,16296.69,36,Other,11.62,2.0,0.459,538.33,0.182,329298.86,Condo,0.5,5245.02,128.8,0
20218,44,Female,High School,Married,1,Salaried,1.0,Sales,60407.42,5033.95,584,1,25233.79,1.0,0,0,35864.43,24,Debt Consolidation,21.87,0.418,0.594,1858.28,0.369,274595.66,Apartment,14.7,1821.87,1277.37,0
20219,33,Female,Bachelor,Married,0,Self-Employed,3.3,Service,20024.41,1668.7,729,2,6970.13,9.6,1,0,57640.62,24,Debt Consolidation,17.18,0.348,2.0,2854.87,1.0,,None,8.8,25388.49,493.39,0
20220,30,Female,Bachelor,Married,0,Salaried,4.4,Service,141148.41,11762.37,614,0,1060.96,1.7,1,1,23645.21,24,Debt Consolidation,17.13,0.008,0.168,1170.55,0.1,322546.97,House,4.1,1036.48,2708.47,0
20221,56,Female,Bachelor,Single,2,Salaried,0.5,Professional,38004.91,3167.08,540,2,6791.32,25.9,2,0,25012.24,48,Debt Consolidation,7.03,0.179,0.658,599.3,0.189,93516.17,House,2.0,,820.67,0
20222,33,M,Bachelor,Married,2,Self-Employed,,Manager,20656.08,1721.34,492,1,2521.45,8.3,2,0,23198.6,24,Other,6.55,0.122,1.123,1033.94,0.601,50000.0,Apartment,6.9,192.76,136.11,0
20223,21,Female,Bachelor,Divorced,1,Salaried,2.5,Service,126026.73,10502.23,719,1,9780.44,12.4,0,0,62653.94,48,Business,18.49,0.078,0.497,1856.54,0.177,70636.74,house,6.7,1794.9,1943.33,0
20224,70,Male,Bachelor,Married,4,Salaried,6.5,Sales,20000.0,1666.67,602,1,6453.56,7.0,0,0,14242.16,36,Debt Consolidation,17.98,0.323,0.712,514.75,0.309,94518.8,Condo,1.9,2036.66,1614.59,0
20225,52,F,Bachelor,Single,1,Unemployed,1.1,Sales,80598.15,6716.51,819,2,206248.2536831539,6.5,2,0,12150.31,36,Business,9.54,0.004,0.151,389.44,0.058,82332.67,House,11.5,692.68,4863.66,0
20226,34,Female,Bachelor,Single,0,Salaried,,Technician,20000.0,1666.67,595,1,7587.95,1.0,2,1,28196.9,48,Debt Consolidation,6.31,0.379,1.41,666.22,0.4,183352.46,Condo,1.7,23087.86,6276.93,0
20227,33,Female,bachelor,Divorced,0,Salaried,0.7,Technician,38253.23,3187.77,695,4,15559.44,18.1,1,0,21208.19,60,Education,21.97,0.407,0.554,585.39,0.184,159602.64,Apartment,5.3,21930.3,311.64,0
20228,32,Female,Master,Single,1,Salaried,17.7,Service,20000.0,1666.67,609,1,2614.37,21.0,0,0,8125.12,48,Business,5.53,0.131,0.406,189.07,0.113,258040.39,Apartment,2.7,1728.6,2161.71,0
20229,45,Female,Bachelor,Married,2,Salaried,0.5,Professional,20000.0,1666.67,569,1,1000.44,9.1,2,0,26480.36,60,Business,17.31,0.05,1.324,662.53,0.398,235355.1,House,0.8,1890.99,2258.88,0
20230,30,F,Bachelor,Divorced,2,Salaried,1.6,Professional,68263.61,5688.63,627,2,19193.01,22.4,1,0,17166.22,12,Medical,21.16,0.281,0.251,1599.73,0.281,497809.67,house,22.2,6584.86,18940.93,0
20231,48,Male,Bachelor,Married,3,Salaried,3.5,Other,64664.16,5388.68,666,3,11276.56,3.5,1,0,25826.32,60,Debt Consolidation,12.52,0.174,0.399,581.3,0.108,301800.73,Apartment,4.1,4820.23,186.76,0
20232,33,Male,High School,Married,1,Salaried,3.0,Technician,33783.81,2815.32,648,0,5469.97,4.5,1,0,19795.79,24,Home Improvement,19.93,0.162,0.586,1006.85,0.358,114236.41,Condo,2.7,10665.23,2652.06,0
20233,40,Male,High School,Married,0,Salaried,4.2,Sales,29210.9,2434.24,708,1,7239.87,15.7,0,0,26124.57,36,Debt Consolidation,23.49,0.248,0.894,1017.96,0.418,514956.08,House,2.7,,570.08,1
20234,52,Male,Master,Divorced,1,Salaried,,Manager,61993.92,5166.16,777,1,3275.82,22.8,2,0,18076.24,48,Education,17.55,0.053,0.292,526.75,0.102,272937.02,Apartment,12.6,3977.35,796.68,0
20235,43,Other,Bachelor,Divorced,1,Salaried,2.7,Clerical,20000.0,1666.67,533,1,7497.66,2.2,1,0,26148.51,48,Debt Consolidation,9.69,0.375,1.307,659.31,0.396,300171.64,house,,275.72,432.05,0
20236,63,Female,High School,Married,2,Unemployed,1.5,Clerical,20210.23,1684.19,704,1,16265.21,3.3,1,0,47285.01,60,Home Improvement,10.65,0.805,2.0,1019.86,0.606,114616.42,House,0.4,1026.68,3099.97,0
