property_id,neighborhood,zip_code,distance_to_downtown_km,distance_to_school_km,distance_to_metro_km,property_type,year_built,property_age,lot_size_sqft,living_area_sqft,num_bedrooms,num_bathrooms,num_floors,num_rooms,overall_quality,overall_condition,has_garage,garage_size_cars,has_basement,basement_sqft,has_pool,has_fireplace,num_fireplaces,central_air,heating_type,roof_style,exterior_material,years_since_remodel,kitchen_quality,months_since_last_sale,sale_season,sale_type,school_rating,crime_rate_per_1000,sale_price
30112,Suburb_East,10004,2.1,1.7,3.4,Single Family,2001.0,23,15515,2187,3,1.0,2,5,5,5,1,0.0,1,741.0,0,1,2,Yes,Gas,Flat,Brick,11.0,Fair,115,Fall,New,4.1,4.5,158380.9
30113,Suburb_West,10013,40.4,2.8,9.2,Townhouse,1976.0,48,5957,1465,3,2.0,2,5,3,4,1,3.0,1,11.0,0,1,1,Yes,Oil,Gable,Wood,12.0,Good,9,Winter,Normal,5.7,1.2,48020.69
30114,suburban,10004,14.6,10.1,5.8,Townhouse,1997.0,27,9201,2344,2,2.0,2,4,7,8,1,2.0,0,,0,0,0,Yes,Gas,Gable,Stone,5.0,Good,106,Spring,Normal,8.9,6.8,263792.48
30115,Suburb_North,10019,2.4,4.5,18.0,Single Family,2017.0,7,2664,1775,4,2.5,2,6,9,5,1,2.0,0,0.0,0,1,3,Yes,Gas,Hip,Vinyl,4.0,Average,118,Spring,Normal,6.2,6.0,404475.59
30116,Downtown,10012,1.4,2.1,1.2,Single Family,1996.0,28,13189,3109,3,3.5,2,6,6,4,1,0.0,1,1506.0,0,1,1,Yes,Gas,Hip,Stucco,2.0,Good,32,Spring,Normal,10.0,10.1,193920.97
30117,Suburb_North,10018,6.1,3.9,4.1,Condo,1979.0,45,4485,2526,3,2.5,2,4,8,7,1,1.0,1,,0,1,1,Yes,Electric,Gable,Vinyl,12.0,Fair,9,Spring,Normal,9.2,4.9,322197.47
30118,Downtown,10008,29.0,1.4,16.7,Townhouse,1968.0,56,7730,2527,2,1.0,2,5,7,2,1,1.0,1,719.0,0,0,0,No,Electric,Gable,Wood,3.0,Average,1,Spring,New,4.3,22.6,90566.93
30119,Suburb_East,10008,3.7,3.5,4.0,Condo,1980.0,44,12712,2033,5,2.0,2,6,6,6,1,1.0,1,502.0,0,0,0,Yes,Electric,Gable,Vinyl,,Good,93,Fall,Foreclosure,7.9,4.5,176699.05
30120,Suburb_North,10009,13.3,3.3,4.3,Single Family,1973.0,51,5199,1363,2,1.0,2,5,9,1,0,0.0,1,1070.0,0,1,1,No,Electric,Flat,Brick,10.0,Average,27,Summer,Normal,4.7,5.2,25728.89
30121,Suburb_North,10001,19.6,4.5,4.0,Townhouse,2023.0,1,9388,1059,3,2.5,1,5,9,7,1,0.0,0,0.0,0,0,0,Yes,Oil,Hip,Stucco,44.0,Fair,182,Winter,Normal,7.9,8.9,210397.96
30122,Suburb_West,10016,0.9,7.2,4.2,Single Family,1969.0,55,18444,1805,4,2.0,2,6,9,3,1,0.0,1,1431.0,0,0,0,Yes,Electric,Hip,Stucco,14.0,Fair,19,Winter,Normal,,6.0,89274.4
30123,Suburb_South,10000,6.3,5.2,3.3,Condo,,14,15718,2547,4,1.5,2,7,7,6,0,0.0,1,324.0,0,1,3,N,Gas,Hip,Stucco,4.0,Average,46,Winter,Short Sale,7.7,3.8,268498.19
30124,Rural,10008,10.3,4.1,1.5,Single Family,1953.0,71,13057,2571,4,2.0,3,5,6,8,0,0.0,1,2020.0,0,1,1,No,Other,Flat,Brick,1.0,Average,107,Fall,Foreclosure,4.7,5.3,135451.94
30125,Suburb_East,10014,8.3,4.9,8.0,Townhouse,2017.0,7,2253,2350,2,2.0,2,4,5,8,1,3.0,1,1355.0,0,1,1,No,Gas,Flat,Wood,,Fair,6,Summer,Normal,,4.2,280842.21
30126,Suburb_South,10017,2.5,3.4,5.6,Condo,1991.0,33,4056,1785,6,2.5,2,7,9,9,1,2.0,1,603.0,0,0,0,Yes,Electric,Gable,Vinyl,2.0,Average,9,Spring,Normal,8.3,6.6,314638.44
30127,Rural,10003,3.0,3.8,8.2,Single Family,1989.0,35,5437,1182,4,3.5,1,6,8,5,1,2.0,1,791.0,0,0,0,Yes,Electric,Flat,Wood,13.0,Excellent,79,Spring,Normal,8.4,1.5,101214.79
30128,Rural,10011,3.6,7.5,6.0,Single Family,2023.0,1,2621,1263,3,2.0,1,6,7,8,0,0.0,1,,0,1,1,yes,Gas,Gable,Brick,20.0,Average,55,Spring,Normal,5.2,6.7,220534.53
30129,Suburb_East,10013,15.4,1.4,2.3,Condo,1994.0,30,7109,3363,6,3.0,1,8,10,7,1,1.0,1,2363.0,1,0,0,Yes,Gas,Gable,Brick,13.0,Average,4,Fall,Foreclosure,6.9,10.5,607463.37
30130,Suburb_South,10000,20.3,1.6,11.3,Single Family,1982.0,42,5748,3224,4,4.0,2,7,5,3,0,0.0,1,709.0,0,0,0,Yes,Gas,Flat,Wood,3.0,Good,49,Summer,Normal,7.9,8.6,123042.86
30131,Suburb_West,10009,9.3,1.5,2.5,Condo,,1,7697,1612,3,1.0,2,4,8,4,1,1.0,1,1035.0,1,0,0,Yes,Oil,Gable,Wood,20.0,Good,124,Summer,Normal,6.2,1.7,184852.72
30132,Suburb_West,10007,3.0,3.0,10.8,Condo,1972.0,52,5387,2069,4,1.0,1,7,6,9,1,2.0,1,988.0,0,1,2,Yes,Gas,Mansard,Wood,19.0,Good,5,Spring,Foreclosure,6.4,9.7,228796.18
30133,Rural,10008,1.9,12.4,4.0,Single Family,2023.0,1,10958,1432,5,1.0,2,8,6,5,1,2.0,1,447.0,0,0,0,Yes,Gas,Gable,Wood,9.0,Excellent,108,Winter,Normal,4.7,5.7,144230.83
30134,Suburb_West,10001,1.9,2.2,4.7,Single Family,1974.0,50,5577,1134,5,2.0,2,6,5,5,1,2.0,0,0.0,0,1,1,Yes,Other,Gable,Wood,3.0,Fair,9,Winter,Normal,8.3,10.5,94977.39
30135,Rural,10016,7.3,1.7,3.9,Multi-family,2023.0,1,12371,1257,5,1.5,2,6,8,5,0,0.0,0,0.0,0,0,0,Yes,Gas,Gable,Vinyl,1.0,Average,55,Winter,Normal,,9.6,132986.14
30136,Suburb_North,10019,13.6,3.8,5.1,Single Family,,19,13303,1344,3,1.5,1,4,2,4,1,3.0,1,493.0,0,0,0,Yes,Gas,Mansard,Vinyl,10.0,Good,12,Spring,Normal,6.1,10.6,33990.71
30137,Rural,10013,8.0,1.1,10.1,Multi-family,1980.0,44,7332,1788,3,3.0,2,4,7,4,1,2.0,0,,0,0,0,Yes,Gas,Hip,Brick,5.0,Good,47,Winter,Foreclosure,3.9,5.2,87439.79
30138,Suburb_South,10011,6.9,2.4,3.5,Single Family,1975.0,49,7699,1182,3,2.0,1,5,4,4,1,1.0,1,719.0,0,0,0,Yes,Electric,Hip,Stucco,32.0,Fair,2,Spring,Normal,7.4,7.0,37966.67
30139,Downtown,10016,3.4,2.6,6.1,Single Family,1997.0,27,12925,1352,3,1.5,1,5,5,6,1,3.0,1,784.0,0,1,1,Yes,Other,Gable,Vinyl,14.0,Average,22,Fall,Normal,6.4,2.3,156074.06
30140,Suburb_East,10014,5.3,2.9,2.9,Single Family,2023.0,1,18494,2263,4,2.5,2,7,5,9,1,1.0,1,223.0,0,0,0,Yes,Gas,Gable,Vinyl,,Good,103,Spring,Foreclosure,10.0,9.7,339605.14
30141,Suburb_North,10008,10.3,3.9,5.3,Single Family,2023.0,1,2186,2226,3,2.0,1,4,4,6,1,2.0,1,1437.0,0,0,0,Yes,Electric,Gable,Brick,16.0,Fair,240,Summer,Foreclosure,7.9,3.0,158232.8
30142,Suburb_West,10014,11.3,4.3,8.2,Multi-family,1976.0,48,3512,1187,4,4.0,1,7,9,10,1,0.0,0,0.0,0,0,0,Yes,Oil,Gable,Wood,0.0,Average,93,Fall,Normal,2.6,1.4,222565.3
30143,downtown,10000,23.5,3.3,5.1,Single Family,2017.0,7,6926,2471,6,3.5,2,9,7,7,1,0.0,1,1548.0,0,0,0,Yes,Gas,Hip,Brick,11.0,Good,35,Spring,New,,2.3,494565.99
30144,Suburb_West,10015,10.8,3.8,1.1,Single Family,1992.0,32,5770,1392,4,3.5,2,5,6,3,0,,1,851.0,0,0,0,Yes,Gas,Flat,Vinyl,,Good,57,Fall,Normal,3.9,7.7,73886.67
30145,Suburb_North,10001,4.7,5.6,3.4,Condo,1962.0,62,4224,2050,5,3.0,2,6,7,4,0,,0,0.0,0,0,0,Yes,Electric,Hip,Vinyl,2.0,Fair,40,Spring,Normal,7.8,2.8,111042.54
30146,suburban,10019,4.2,2.0,14.0,Single Family,1967.0,57,16319,1346,2,2.0,1,5,5,7,1,2.0,1,321.0,0,0,0,Yes,Electric,Gable,Wood,1.0,Fair,15,Fall,Foreclosure,4.6,4.7,101491.32
30147,Suburb_South,10012,2.9,2.1,6.2,Single Family,1996.0,28,15700,1962,4,2.5,3,7,6,8,1,2.0,1,1038.0,0,1,1,Yes,Gas,Hip,Vinyl,23.0,Poor,25,Fall,Normal,5.5,3.7,380587.03
30148,Suburb_South,10017,18.4,6.2,4.6,Single Family,1988.0,36,4128,1327,3,4.0,3,6,8,6,0,,1,628.0,0,0,0,Yes,Gas,Gable,Vinyl,49.0,Average,100,Summer,Normal,4.8,3.6,162808.23
30149,Suburb_North,10004,1.0,2.5,14.2,Single Family,1962.0,62,6762,1021,4,2.0,3,6,7,6,1,1.0,1,485.0,0,1,2,Yes,Gas,Gable,Vinyl,5.0,Good,55,Summer,Normal,,7.3,90660.25
30150,Suburb_North,10015,8.9,3.9,13.6,Condo,2009.0,15,8516,625,5,3.0,2,7,5,7,1,2.0,1,280.0,0,0,0,Yes,Electric,Gable,Brick,33.0,Fair,23,Summer,Normal,7.8,6.1,110907.76
30151,Rural,10005,3.2,1.5,25.0,Single Family,1995.0,29,10447,1003,3,1.0,3,5,8,6,1,1.0,1,253.0,0,1,1,Yes,Gas,Gable,Brick,,Excellent,130,Fall,Normal,6.2,21.9,124935.16
30152,Suburb_North,10018,5.5,1.9,11.3,Condo,1964.0,60,2769,1565,4,3.5,2,5,10,6,1,0.0,0,0.0,0,1,2,Yes,Electric,Gable,Wood,28.0,Fair,177,Fall,Normal,8.1,12.0,205002.99
30153,Suburb_South,10010,44.9,3.6,6.9,Multi-family,2022.0,2,31357,1316,4,4.0,1,7,6,4,1,2.0,1,384.0,0,1,1,Yes,Gas,Gable,Wood,,Fair,26,Fall,Normal,8.3,1.6,130404.56
30154,Suburb_North,10013,4.6,3.6,6.2,Single Family,2023.0,1,16400,2057,3,1.5,1,6,6,7,0,0.0,1,1309.0,0,0,0,Yes,Electric,Gable,Brick,0.0,Good,23,Winter,New,7.0,16.4,345827.21
30155,Suburb_South,10001,4.2,2.0,3.7,Townhouse,1989.0,35,5694,1193,3,2.0,2,4,6,8,0,,1,639.0,0,1,1,No,Gas,Hip,Brick,3.0,Average,17,Spring,Normal,6.2,1.9,108155.82
30156,Suburb_West,10019,8.8,5.5,6.9,Condo,1997.0,27,13977,2040,3,2.0,3,5,6,5,1,2.0,1,675.0,0,0,0,yes,Electric,Hip,Vinyl,12.0,Average,156,Winter,Normal,6.6,9.9,177789.17
30157,Suburb_South,10005,4.0,4.1,5.1,Condo,1973.0,51,5170,2000,2,2.5,2,3,7,4,1,0.0,0,0.0,0,1,1,Yes,Electric,Flat,Vinyl,,Average,21,Fall,Normal,7.2,1.7,100328.96
30158,Suburb_South,10010,2.6,2.6,4.1,Multi-family,,33,4504,2235,4,2.5,3,5,7,7,1,1.0,1,646.0,0,0,0,No,Gas,Gable,Vinyl,8.0,Excellent,96,Fall,Normal,7.9,5.3,245657.15
30159,Suburb_West,10005,5.8,3.6,3.5,Condo,1955.0,69,6559,1857,3,4.0,2,6,5,5,0,0.0,1,132.0,0,1,2,yes,Electric,Flat,Brick,8.0,Good,1,Spring,Normal,,3.6,92422.31
30160,Rural,10016,3.9,0.7,12.5,Condo,2020.0,4,8910,1533,4,2.0,2,6,6,6,1,,1,287.0,0,1,1,yes,Gas,Hip,Brick,23.0,Average,72,Summer,Foreclosure,6.4,0.9,165639.68
30161,Suburb_West,10018,15.5,2.3,6.8,Single Family,1930.0,94,46291,1939,4,1.5,1,7,7,5,1,1.0,0,0.0,0,0,0,No,Electric,Hip,Stucco,9.0,Average,12,Winter,Short Sale,4.3,1.6,83975.8
30162,Suburb_West,10011,6.3,3.2,1.5,Single Family,1961.0,63,58291,1825,4,3.0,1,6,6,4,1,2.0,1,,0,1,1,Yes,Gas,Gable,Brick,19.0,Good,89,Winter,Normal,5.7,3.1,97630.65
30163,Suburb_East,10009,19.0,16.8,11.2,Multi-family,1987.0,37,11666,1831,3,3.0,2,5,9,3,1,1.0,1,1042.0,0,1,3,Yes,Gas,Mansard,Brick,21.0,Average,17,Spring,Normal,,3.7,146443.35
30164,Downtown,10016,3.5,1.6,1.4,Single Family,2002.0,22,29233,1718,4,2.0,2,5,6,7,1,0.0,1,423.0,0,1,2,Yes,Gas,Gable,Wood,14.0,Good,24,Spring,Normal,9.0,3.4,273704.8
30165,Suburb_South,10013,2.7,1.7,6.6,Condo,1934.0,90,8584,2578,3,1.5,2,4,1,7,1,1.0,1,982.0,0,0,0,Yes,Gas,Gable,Brick,,Fair,27,Summer,Normal,8.0,8.7,26492.44
30166,Suburb_East,10019,5.0,1.9,4.6,Single Family,1972.0,52,12448,2031,5,3.0,1,7,1,3,1,0.0,1,1303.0,0,1,2,Yes,Electric,Gable,Wood,3.0,Good,85,Spring,Normal,6.5,3.1,16031.98
30167,Downtown,10010,4.8,1.4,2.3,Multi-family,2022.0,2,11395,1308,5,2.5,2,8,7,6,0,0.0,1,623.0,0,1,1,Yes,Gas,Hip,Stucco,12.0,Good,69,Summer,Normal,6.1,3.5,233508.49
30168,Suburb_East,10008,7.6,5.8,2.8,Multi-family,2020.0,4,11031,2699,5,1.5,1,6,1,6,0,0.0,1,,0,0,0,Yes,Electric,Flat,Wood,4.0,Poor,64,Winter,Normal,7.5,1.4,58486.06
30169,Suburb_East,10016,2.6,1.6,4.2,Single Family,2017.0,7,7851,1709,5,3.0,1,7,8,6,1,2.0,0,0.0,1,1,1,Yes,Gas,Gable,Wood,42.0,Average,27,Spring,Normal,6.9,1.6,352364.49
30170,Suburb_East,10013,18.0,3.6,1.0,Single Family,1993.0,31,15619,1619,4,1.5,1,7,7,8,1,0.0,1,,0,1,1,Yes,Gas,Hip,Stucco,1.0,Average,108,Fall,New,7.8,8.4,281401.26
30171,Suburb_South,10003,9.1,3.0,1.3,Multi-family,1958.0,66,2193,4779,2,2.5,1,3,2,5,1,0.0,1,898.0,0,0,0,Yes,Gas,Gable,Stone,12.0,Poor,109,Summer,Normal,,5.0,70741.86
30172,Downtown,10017,9.5,2.0,1.8,Single Family,,55,3499,2716,4,3.5,2,6,7,8,1,2.0,0,0.0,0,1,2,Yes,Gas,Flat,Vinyl,11.0,Fair,72,Fall,Foreclosure,,4.8,371955.78
30173,Suburb_West,10015,25.3,7.1,17.3,Condo,2001.0,23,9402,2100,4,3.0,2,5,7,6,1,2.0,0,0.0,0,1,2,No,Other,Hip,Vinyl,0.0,Average,112,Fall,Normal,6.3,1.9,226713.26
30174,Suburb_North,10003,16.6,3.2,25.0,Condo,1979.0,45,19873,3610,3,3.0,1,4,7,5,1,2.0,1,1387.0,0,1,1,Yes,Electric,Gable,Vinyl,27.0,Good,18,Spring,Normal,6.4,4.0,374797.44
30175,Suburb_West,10014,6.2,7.7,19.5,Townhouse,1956.0,68,5417,1820,5,1.5,1,6,7,4,0,0.0,1,1212.0,0,0,0,Yes,Other,Hip,Stone,3.0,Good,19,Winter,Normal,5.4,7.9,78313.85
30176,Suburb_West,10012,6.8,4.0,1.7,Single Family,1976.0,48,2709,4383,4,1.5,1,5,5,6,0,0.0,0,0.0,0,0,0,Yes,Oil,Gable,Wood,20.0,Average,26,Summer,New,7.1,10.1,229636.43
30177,Suburb_North,10004,5.2,2.0,2.7,Townhouse,1967.0,57,10351,2357,6,2.0,1,9,7,5,1,0.0,1,1791.0,0,1,3,Yes,Oil,Flat,Vinyl,29.0,Average,5,Summer,New,2.2,11.1,170784.06
30178,Suburb_South,10006,15.2,3.7,1.4,single family,2009.0,15,14915,1484,4,2.5,2,7,5,7,1,1.0,0,,0,0,0,Yes,Gas,Hip,Brick,1.0,Good,46,Spring,Normal,,10.0,196935.2
30179,Rural,10001,11.2,2.2,6.3,Single Family,1964.0,60,4957,2152,4,2.0,1,7,8,6,1,1.0,0,0.0,0,1,1,Yes,Oil,Flat,Vinyl,24.0,Excellent,31,Spring,Normal,2.3,5.5,148862.68
30180,Downtown,10016,7.2,5.6,5.5,Single Family,1999.0,25,9414,1189,4,1.0,2,5,6,7,1,,0,0.0,0,0,0,Yes,Gas,Gable,Stucco,12.0,Excellent,46,Spring,Normal,7.8,1.3,253585.39
30181,Rural,10016,9.2,9.3,5.2,Single Family,1977.0,47,24524,1168,3,2.0,1,4,7,7,0,0.0,1,283.0,0,0,0,Yes,Gas,Flat,Vinyl,20.0,Average,56,Fall,Normal,9.4,5.1,130516.7
30182,Suburb_South,10015,2.4,2.5,1.5,Condo,2002.0,22,10551,2071,3,3.0,2,5,6,6,1,0.0,1,4.0,0,1,1,Yes,Gas,Hip,Wood,12.0,Good,219,Winter,Normal,,1.7,211904.65
30183,Suburb_North,10004,5.8,1.4,7.9,Single Family,1949.0,75,4644,8722,2,2.0,3,3,8,6,0,0.0,1,148.0,0,0,0,Yes,Gas,Hip,Vinyl,9.0,Fair,240,Spring,New,4.6,4.5,106436.07
30184,Downtown,10018,3.5,3.0,4.2,Single Family,2019.0,5,11483,3588,3,1.0,2,4,5,9,1,2.0,1,1137.0,0,0,0,Yes,Electric,Gable,Brick,2.0,Average,104,Summer,Normal,4.7,1.0,620403.51
30185,Suburb_South,10003,8.7,3.6,5.5,Condo,2006.0,18,22274,2708,3,2.0,1,5,5,4,1,,1,567.0,0,0,0,yes,Electric,Hip,Stone,35.0,Average,7,Fall,Normal,5.9,3.2,68806.86
30186,Suburb_North,10011,15.4,6.0,6.7,Single Family,1923.0,101,15769,1824,3,2.0,1,4,7,5,0,0.0,1,,0,0,0,Yes,Gas,Hip,Brick,12.0,Excellent,79,Summer,Foreclosure,4.6,3.7,748447.3472128636
30187,Downtown,10014,17.9,3.4,6.3,Single Family,2020.0,4,2958,1994,3,2.0,1,4,7,7,1,0.0,1,1029.0,0,0,0,Yes,Electric,Gable,Brick,11.0,Average,80,Summer,Normal,10.0,6.5,352543.28
30188,Suburb_South,10001,22.2,2.8,4.7,Single Family,1986.0,38,24093,1260,3,2.0,3,5,9,5,0,0.0,1,734.0,0,0,0,Yes,Gas,Gable,Wood,10.0,Good,56,Summer,Normal,5.7,6.3,163041.29
30189,Rural,10011,12.1,2.4,5.8,Condo,1945.0,79,11189,1940,4,1.0,1,5,4,4,1,2.0,1,1328.0,0,0,0,Yes,Oil,Hip,Brick,25.0,Fair,47,Summer,Normal,7.1,4.5,43229.56
30190,Suburb_West,10016,5.3,4.2,7.0,Townhouse,,48,12306,2269,3,1.5,1,4,4,2,1,0.0,1,1084.0,0,1,1,Yes,Electric,Hip,Wood,12.0,Average,9,Fall,Foreclosure,7.0,1.1,36544.76
30191,Suburb_East,10012,10.1,1.2,2.9,Condo,,39,3747,1576,3,2.0,1,4,7,6,0,0.0,1,397.0,0,0,0,Yes,Electric,Hip,Vinyl,22.0,Average,9,Fall,Normal,4.5,2.5,126848.17
30192,Suburb_East,10002,5.6,2.6,6.2,Condo,2023.0,1,8200,2189,3,2.0,1,6,3,9,1,2.0,1,1094.0,0,0,0,Yes,Gas,Gable,Brick,8.0,Fair,30,Summer,Normal,6.6,29.4,175823.56
30193,Downtown,10015,10.3,2.8,5.0,Single Family,,10,17053,1153,1,3.0,3,4,7,7,1,2.0,0,0.0,0,1,1,Yes,Gas,Gable,Vinyl,4.0,Good,7,Spring,Foreclosure,9.1,5.3,207936.36
30194,Suburb_East,10008,18.8,1.1,16.5,single family,1979.0,45,15551,1104,2,2.5,1,4,9,10,0,0.0,1,503.0,0,1,1,Yes,Gas,Gable,Vinyl,2.0,Average,206,Spring,Normal,7.0,4.1,178484.67
30195,Suburb_South,10001,18.2,4.6,7.5,Single Family,1942.0,82,12648,1523,4,3.0,2,5,5,6,1,1.0,1,270.0,1,0,0,Yes,Gas,Gable,Vinyl,45.0,Good,7,Fall,Normal,7.7,11.8,103699.56
30196,Downtown,10000,5.4,4.0,10.2,Condo,1990.0,34,8236,925,3,1.0,2,5,6,5,1,2.0,0,0.0,0,1,2,Yes,Oil,Hip,Wood,12.0,Poor,47,Fall,Short Sale,7.2,5.2,109216.96
30197,Suburb_East,10008,18.7,10.8,2.6,Condo,1997.0,27,12639,7309,5,2.0,1,7,5,7,1,2.0,1,947.0,0,1,1,Yes,Oil,Flat,Vinyl,6.0,Average,5,Fall,Normal,5.8,5.4,136861.55
30198,Suburb_North,10004,2.8,8.3,6.3,Single Family,2005.0,19,4928,1394,2,1.5,2,3,7,4,1,3.0,0,0.0,0,1,1,No,Gas,Gable,Stucco,42.0,Fair,240,Winter,Normal,8.5,2.0,106466.68
30199,Suburb_South,10005,6.1,1.3,2.9,Townhouse,1961.0,63,10039,1776,3,4.0,2,6,5,6,0,0.0,1,,0,0,0,Yes,Gas,Hip,Brick,15.0,Average,32,Fall,Normal,7.7,3.1,945683.8436416432
30200,Suburb_North,10014,50.0,3.4,8.9,Single Family,1947.0,77,9714,1313,4,3.0,2,7,5,6,1,3.0,0,,0,1,2,Yes,Gas,Gable,Brick,50.0,Fair,47,Winter,Normal,3.0,17.1,66261.05
30201,Suburb_South,10004,6.6,1.8,9.3,Single Family,1981.0,43,14853,1511,4,1.0,1,6,9,9,1,2.0,1,893.0,0,1,1,No,Other,Gable,Wood,20.0,Average,115,Summer,Normal,8.0,3.1,289091.57
30202,Suburb_South,10009,27.5,5.9,2.3,Condo,1950.0,74,10405,3241,3,3.0,2,6,6,7,1,0.0,0,0.0,0,1,1,N,Gas,Gable,Brick,25.0,Good,101,Spring,Normal,7.0,6.1,205004.22
30203,Downtown,10000,3.9,1.7,2.8,Single Family,1988.0,36,66748,1211,2,2.5,2,4,6,5,0,0.0,1,886.0,0,1,2,Yes,Electric,Hip,Brick,1.0,Good,1,Winter,Normal,4.9,7.7,812026.8255306209
30204,Suburb_East,10009,15.7,4.3,7.1,Townhouse,1956.0,68,19678,1131,4,2.0,2,5,5,8,1,1.0,1,842.0,1,0,0,Yes,Oil,Hip,Vinyl,20.0,Excellent,48,Fall,Normal,8.5,4.4,103765.37
30205,Suburb_North,10000,26.5,4.9,1.0,Townhouse,,67,3832,2934,3,2.5,2,4,6,7,1,1.0,1,2118.0,0,0,0,Yes,Gas,Gable,Vinyl,11.0,Average,3,Summer,Normal,3.0,6.0,203205.7
30206,Suburb_South,10012,7.4,4.3,2.3,Condo,2009.0,15,8191,2336,3,1.5,2,5,6,4,1,3.0,1,,0,0,0,Yes,Gas,Gable,Vinyl,4.0,Good,19,Winter,Normal,7.5,7.0,185231.6
30207,Suburb_West,10003,7.1,0.7,12.1,Multi-family,1914.0,110,11040,2010,5,2.0,1,8,7,4,1,1.0,0,0.0,0,1,2,Yes,Gas,Hip,Brick,1.0,Poor,25,Fall,Normal,6.4,16.4,87201.58
30208,Suburb_South,10004,12.5,6.7,1.7,Single Family,2013.0,11,15461,3044,1,2.0,1,3,10,9,1,3.0,0,0.0,0,1,1,Yes,Gas,Mansard,Wood,1.0,Fair,240,Fall,Normal,,5.6,594040.78
30209,Downtown,10018,11.1,3.7,8.0,Single Family,1931.0,93,8090,2058,3,2.0,2,4,5,4,1,2.0,1,,0,0,0,Yes,Gas,Gable,Vinyl,50.0,Good,50,Fall,Foreclosure,8.5,10.7,91233.56
30210,Suburb_South,10000,2.4,2.7,8.0,Townhouse,1976.0,48,4411,2482,2,2.0,3,4,5,5,1,2.0,1,1585.0,0,0,0,Yes,Gas,Gable,Wood,15.0,Good,80,Spring,Normal,10.0,6.9,84512.39
30211,Suburb_East,10005,4.8,4.6,4.9,Single Family,1975.0,49,21781,8767,4,2.5,3,6,7,6,1,2.0,0,0.0,0,0,0,Yes,Gas,Mansard,Brick,,Average,8,Winter,New,4.7,7.0,107616.44
30212,Suburb_West,10012,17.1,3.2,5.4,Single Family,1997.0,27,9964,1452,2,1.5,1,5,10,3,1,3.0,1,330.0,0,1,3,Yes,Gas,Gable,Brick,8.0,Average,106,Fall,Short Sale,10.0,15.5,117215.44
30213,Suburb_North,10014,5.6,1.1,7.7,Condo,1985.0,39,13355,1452,3,1.5,1,5,5,7,1,1.0,0,0.0,0,1,2,Yes,Gas,Flat,Brick,6.0,Poor,89,Summer,Normal,2.0,4.4,124166.08
30214,Suburb_West,10019,7.7,2.1,2.4,Condo,1972.0,52,6758,1754,4,1.5,3,5,2,7,1,1.0,1,532.0,0,0,0,No,Electric,Hip,Vinyl,4.0,Average,17,Winter,Normal,5.8,2.2,52817.48
30215,Suburb_North,10005,6.5,4.3,4.5,Single Family,2004.0,20,9378,1436,3,3.0,3,4,5,1,1,,1,985.0,0,0,0,Yes,Gas,Gable,Wood,14.0,Average,157,Summer,Normal,6.6,2.7,23355.61
30216,Suburb_West,10019,7.7,5.2,2.1,Condo,2019.0,5,15808,1702,5,2.0,1,6,6,6,1,1.0,1,913.0,0,0,0,Yes,Other,Flat,Wood,6.0,Average,62,Winter,Normal,5.2,15.7,946793.655842297
30217,Rural,10019,1.6,3.0,5.1,Condo,2001.0,23,7492,1341,4,2.5,2,7,4,7,1,0.0,0,0.0,0,0,0,Yes,Electric,Gable,Brick,11.0,Average,61,Summer,Normal,9.1,13.1,99285.48
30218,Suburb_West,10013,30.0,3.7,4.0,Townhouse,2022.0,2,4466,2620,4,2.0,1,6,9,6,1,3.0,1,682.0,0,0,0,No,Gas,Hip,Vinyl,27.0,Average,23,Winter,Normal,9.2,16.1,678052.4106559785
30219,Suburb_North,10001,2.0,1.8,3.4,Single Family,1987.0,37,6569,1411,2,3.0,2,5,5,5,1,2.0,1,784.0,0,0,0,Yes,Oil,Gable,Wood,5.0,Good,202,Fall,Normal,4.9,7.1,113526.34
30220,Suburb_North,10011,9.0,2.2,7.4,Townhouse,1999.0,25,7274,1200,2,3.5,1,4,3,10,1,0.0,1,,1,1,2,Yes,Gas,Gable,Vinyl,,Good,108,Spring,Normal,10.0,1.1,120435.99
30221,Suburb_North,10014,1.4,1.6,9.8,Townhouse,1959.0,65,7188,1639,4,2.0,2,5,5,8,0,0.0,1,141.0,0,0,0,Yes,Gas,Gable,Vinyl,18.0,Fair,9,Spring,Normal,9.4,5.0,946094.6105871694
30222,Downtown,10008,5.4,2.7,6.7,Single Family,1979.0,45,3391,2851,2,1.5,1,3,3,6,1,1.0,1,,0,0,0,Yes,Electric,Flat,Vinyl,1.0,Average,176,Fall,Normal,6.5,7.9,113353.43
30223,Suburb_West,10000,27.4,1.6,3.0,Townhouse,2023.0,1,6452,4219,3,1.0,1,5,4,1,1,2.0,0,0.0,0,1,3,Yes,Gas,Hip,Vinyl,22.0,Good,124,Winter,Normal,3.8,5.1,47292.75
30224,Rural,10007,20.3,2.2,3.9,Multi-family,1939.0,85,14178,1900,3,2.5,2,6,8,5,1,2.0,0,0.0,0,1,1,Yes,Gas,Gable,Vinyl,,Average,14,Fall,Foreclosure,3.8,5.2,92019.0
30225,Suburb_East,10002,34.9,1.7,15.4,Single Family,1999.0,25,6196,1806,2,3.0,2,3,3,5,1,2.0,0,0.0,0,1,1,Yes,Gas,Mansard,Vinyl,8.0,Good,240,Spring,Normal,5.2,1.5,86352.08
